,var,metric
0,14.670123883612042,-0.4084164746667547
1,14.51845906901672,-0.30730440557529237
2,13.409410112357872,-0.047631718109621836
3,12.34823377252614,-0.07164158754435242
4,12.13483146066836,0.027100692699788095
5,11.442696629215314,0.06361659719163718
6,5.646067415730337,0.7167603038349729
7,6.299822590182134,0.638513099727722
8,6.953577764633933,0.42839953436420936
9,7.02621722846191,0.6616688445851551
10,7.60733293908573,0.5146897040066309
11,8.261088113537529,0.5992306033677267
12,8.406367041193484,0.5006432838279284
13,8.914843288000617,0.48092969249580836
14,9.568598462452416,0.4635399441739081
15,9.786516853936346,0.39986588528833816
16,10.222353636904213,0.21768085623918526
17,10.87610881135601,0.10291478318508089
18,11.292134831460674,0.10364447905304786
19,12.183619160248313,0.03544866295952348
20,12.546816479388204,-0.0332160586038488
21,12.837374334677527,-0.0928467035179227
22,13.491129509219661,-0.08533294705740942
23,13.92696629209719,-0.0001957325362327289
24,14.144884683648876,0.06844552656623737
25,14.79863985807809,0.010332184216770329
26,9.979095897555974,0.2823290544193452
27,9.3792595321504,0.3712791748640927
28,9.13521020074044,0.44201914469005527
29,8.847445847355552,0.5600386827348385
30,8.372704850621139,0.5369273349480416
31,8.13033707864518,0.4256996048673763
32,7.946317103614588,0.721862071529855
33,7.561253279223951,0.5781507123407866
34,7.324627998769464,0.5887630759200708
35,7.211783589859823,0.636800555811455
36,6.893190740476761,0.5927701355500445
37,6.66421072022378,0.5702530337531145
38,6.6015557476211315,0.6345519618996317
39,6.333595920236343,0.6644287251786732
40,6.113035397489823,0.5813573273552907
41,6.0865407602354775,0.5707069730251366
42,5.858035816995492,0.6358515525632384
43,5.646067415730337,0.6336841888772784
44,14.670123883612042,-0.12555825983222516
45,13.409410112357872,-0.03636481003621661
46,12.34823377252614,0.01951868821352932
47,11.442696629215314,0.19195714237889744
48,5.646067415730337,0.7071077395070506
49,6.299822590182134,0.6355149467100246
50,6.953577764633933,0.5650936007573427
51,7.60733293908573,0.49984317860124117
52,8.261088113537529,0.5824586701763449
53,8.914843288000617,0.34094704191912845
54,9.568598462452416,0.25416974696479194
55,10.222353636904213,0.2932002688414654
56,10.87610881135601,0.13303364456236538
57,11.292134831460674,0.16791904435882354
58,12.183619160248313,0.11725780980917279
59,12.837374334677527,-0.09108732211732633
60,13.491129509219661,-0.0960733281738311
61,14.144884683648876,0.0052608964440135075
62,14.79863985807809,-0.09312380709323408
63,9.979095897555974,0.2801442329433577
64,9.3792595321504,0.22212770304933768
65,8.847445847355552,0.45488184328968656
66,8.372704850621139,0.5312032227225469
67,7.946317103614588,0.4366051437457903
68,7.561253279223951,0.6033236800767163
69,7.211783589859823,0.49941688529467776
70,6.893190740476761,0.509235006653794
71,6.6015557476211315,0.6584639251850128
72,6.333595920236343,0.5800025126723843
73,6.0865407602354775,0.6541161640740665
74,5.858035816995492,0.668298032257953
75,5.646067415730337,0.6161934679965763
