,var,metric
0,14.670123883612042,1.5914593670712298
1,13.409410112357872,1.619253931752419
2,12.34823377252614,1.6053406770673235
3,11.442696629215314,1.5644394847977072
4,5.646067415730337,1.475875635166171
5,6.299822590182134,1.5198354380599486
6,6.953577764633933,1.4757063723182406
7,7.60733293908573,1.5547194372290944
8,8.261088113537529,1.5588463818576463
9,8.914843288000617,1.4840653544503777
10,9.568598462452416,1.596554994456325
11,10.222353636904213,1.5933711413087712
12,10.87610881135601,1.6111363601122959
13,11.292134831460674,1.5921767087096783
14,12.183619160248313,1.611506205881926
15,12.837374334677527,1.5644795622109267
16,13.491129509219661,1.510102801024915
17,14.144884683648876,1.5756339921460392
18,14.79863985807809,1.606997246949791
19,9.979095897555974,1.5848972382247875
20,9.3792595321504,1.5617466910183773
21,8.847445847355552,1.4990587508998225
22,8.372704850621139,1.5452251899772684
23,7.946317103614588,1.4986732807256673
24,7.561253279223951,1.5409875104142077
25,7.211783589859823,1.5229805506731866
26,6.893190740476761,1.4253519246622481
27,6.6015557476211315,1.5036164811107935
28,6.333595920236343,1.4561683893011317
29,6.0865407602354775,1.4607278069040674
30,5.858035816995492,1.4549207023572293
31,5.646067415730337,1.469632162327477
32,14.670123883612042,1.551585478386149
33,13.409410112357872,1.612433721402392
34,12.34823377252614,1.6134652924877744
35,11.442696629215314,1.578421832998142
36,5.646067415730337,1.4516612876258725
37,6.299822590182134,1.5233114253177953
38,6.953577764633933,1.5094495114307664
39,7.60733293908573,1.5370816412878592
40,8.261088113537529,1.559399224770724
41,8.914843288000617,1.5246499133309699
42,9.568598462452416,1.604655170578244
43,10.222353636904213,1.5691964391665345
44,10.87610881135601,1.5676217119394051
45,11.292134831460674,1.5656585998576822
46,12.183619160248313,1.5979122652872058
47,12.837374334677527,1.5482375176470813
48,13.491129509219661,1.5749986609483217
49,14.144884683648876,1.5743758386485436
50,14.79863985807809,1.5745520523256085
51,9.979095897555974,1.5579078831753335
52,9.3792595321504,1.5660295930238284
53,8.847445847355552,1.415495207387849
54,8.372704850621139,1.5522955714498463
55,7.946317103614588,1.5598575580257752
56,7.561253279223951,1.5664727239501899
57,7.211783589859823,1.51947121474721
58,6.893190740476761,1.47543420204824
59,6.6015557476211315,1.4937698978173186
60,6.333595920236343,1.4420514801944433
61,6.0865407602354775,1.4731014673474454
62,5.858035816995492,1.4657315453156916
63,5.646067415730337,1.4836278062679151
