,time,LFP
0,1000.0,0.12919985320098387
1,1001.0,0.3486718096765975
2,1002.0,0.7809706595192667
3,1003.0,1.0949345560520938
4,1004.0,1.4344733607840743
5,1005.0,1.2598221105904313
6,1006.0,0.8527255373314214
7,1007.0,0.5780452502380724
8,1008.0,0.4416398044001635
9,1009.0,0.30561877970652424
10,1010.0,0.18231495308700776
11,1011.0,0.10082693644402574
12,1012.0,0.03954864547653769
13,1013.0,-0.006368978817104296
14,1014.0,-0.0634273899019536
15,1015.0,-0.0013214241201262183
16,1016.0,0.002973750926213937
17,1017.0,0.028817067743297998
18,1018.0,0.2647445159826079
19,1019.0,0.5601971090777872
20,1020.0,1.210050952957016
21,1021.0,2.7297541023654768
22,1022.0,4.055465643738227
23,1023.0,3.8147103555423856
24,1024.0,2.855360657589177
25,1025.0,2.001974760156335
26,1026.0,1.3982652591622586
27,1027.0,0.9678800966377412
28,1028.0,0.6464656860147537
29,1029.0,0.41892853444082007
30,1030.0,0.25745420588527507
31,1031.0,0.1602042205116757
32,1032.0,0.09344162997831744
33,1033.0,0.04473242798101184
34,1034.0,0.00615634668512811
35,1035.0,-0.03223737363171481
36,1036.0,-0.05511187107060305
37,1037.0,-0.09021407418490328
38,1038.0,-0.15851008241646547
39,1039.0,-0.2062544049735416
40,1040.0,-0.2322823002386944
41,1041.0,-0.25145220349642283
42,1042.0,-0.2795857614471567
43,1043.0,-0.31156414262198256
44,1044.0,-0.33547485144358935
45,1045.0,-0.3549941790315778
46,1046.0,-0.30371029091569124
47,1047.0,-0.2856134183102917
48,1048.0,-0.35008218225078236
49,1049.0,-0.32767201001548124
50,1050.0,-0.29646100831997074
51,1051.0,-0.23377842854193928
52,1052.0,-0.18096128003056083
53,1053.0,-0.15819693136000412
54,1054.0,-0.17520541076590573
55,1055.0,-0.23493567698736142
56,1056.0,-0.2755535690205091
57,1057.0,-0.2856828626583108
58,1058.0,-0.26833506914648564
59,1059.0,-0.2808287650479748
60,1060.0,-0.23066172048274056
61,1061.0,-0.12449257859005818
62,1062.0,-0.09757272228400676
63,1063.0,-0.17664145297104436
64,1064.0,-0.14973356392364842
65,1065.0,-0.1119878044506571
66,1066.0,-0.1133447567027238
67,1067.0,-0.15611201092047902
68,1068.0,-0.07581778313767482
69,1069.0,0.2060826098817393
70,1070.0,0.4874760446330579
71,1071.0,0.9264474771810339
72,1072.0,1.2135711196576222
73,1073.0,1.6993745185745965
74,1074.0,2.0614337558480016
75,1075.0,2.5784078903270835
76,1076.0,2.1324589587196328
77,1077.0,1.4729064399438163
78,1078.0,0.9580931299494924
79,1079.0,0.577931666604696
80,1080.0,0.32175489361106097
81,1081.0,0.12567427931131875
82,1082.0,-0.0099873450300544
83,1083.0,-0.1131118285855512
84,1084.0,-0.19010339612552074
85,1085.0,-0.25139575317061014
86,1086.0,-0.30460949507935703
87,1087.0,-0.3433245064173505
88,1088.0,-0.3759448366497339
89,1089.0,-0.4000692158341462
90,1090.0,-0.41951505260132715
91,1091.0,-0.4317187906541958
92,1092.0,-0.4436432797322646
93,1093.0,-0.4602318987527424
94,1094.0,-0.47066591898780574
95,1095.0,-0.47994622428889083
96,1096.0,-0.48883381943368626
97,1097.0,-0.5005164718858702
98,1098.0,-0.5102176784816248
99,1099.0,-0.5129513765593703
100,1100.0,-0.5157313052822965
101,1101.0,-0.5235493030374923
102,1102.0,-0.5258459260662606
103,1103.0,-0.5276579145149156
104,1104.0,-0.5287792798134088
105,1105.0,-0.5192664231443221
106,1106.0,-0.500305588759251
107,1107.0,-0.5079861164200955
108,1108.0,-0.5203224976478787
109,1109.0,-0.5286748444027107
110,1110.0,-0.510926977104985
111,1111.0,-0.4807988566826033
112,1112.0,-0.4825151268726066
113,1113.0,-0.4676450988676799
114,1114.0,-0.43630448156753715
115,1115.0,-0.4460883275548205
116,1116.0,-0.4406784735060672
117,1117.0,-0.3841707594260711
118,1118.0,-0.4041323306182565
119,1119.0,-0.36038104295837586
120,1120.0,-0.30457518724111976
121,1121.0,-0.29084714924463306
122,1122.0,-0.10402846791982547
123,1123.0,-0.023280514394894834
124,1124.0,0.07117439666816591
125,1125.0,0.21514172637872986
126,1126.0,0.4741838341866692
127,1127.0,0.4737966836387632
128,1128.0,0.39846595504988436
129,1129.0,0.33407917786485036
130,1130.0,0.2908028130611734
131,1131.0,0.26792737169505565
132,1132.0,0.303299562916889
133,1133.0,0.20382739383124002
134,1134.0,0.20848582074081617
135,1135.0,0.18326789043158023
136,1136.0,0.2810722745540376
137,1137.0,0.4466881879566876
138,1138.0,0.5760437273510399
139,1139.0,1.1925655659452916
140,1140.0,2.388430553156862
141,1141.0,2.8250009632820627
142,1142.0,3.501875515228891
143,1143.0,3.4255658166575453
144,1144.0,2.435240207126942
145,1145.0,1.668768805259806
146,1146.0,1.0799414462114865
147,1147.0,0.6884968921707312
148,1148.0,0.4075163590036824
149,1149.0,0.2181509938471863
150,1150.0,0.07042291537334001
151,1151.0,-0.04363957746597402
152,1152.0,-0.1342722792260528
153,1153.0,-0.20376092264105963
154,1154.0,-0.25640113256578256
155,1155.0,-0.29780695234437043
156,1156.0,-0.3344035685803676
157,1157.0,-0.36505525069857264
158,1158.0,-0.3951433641572796
159,1159.0,-0.4164128295837797
160,1160.0,-0.4256281144114739
161,1161.0,-0.44222090430087835
162,1162.0,-0.45705849880577115
163,1163.0,-0.4729132878631177
164,1164.0,-0.4833696518154872
165,1165.0,-0.4909763164284239
166,1166.0,-0.500646235089705
167,1167.0,-0.5063938489575409
168,1168.0,-0.5131813623521164
169,1169.0,-0.5164189062600065
170,1170.0,-0.5206327681908117
171,1171.0,-0.5214681372519017
172,1172.0,-0.5218785074083865
173,1173.0,-0.5204583405601164
174,1174.0,-0.5203670420775421
175,1175.0,-0.5251737407658001
176,1176.0,-0.5305920295471737
177,1177.0,-0.5325839352033501
178,1178.0,-0.5350988730375236
179,1179.0,-0.5289234156356899
180,1180.0,-0.48800396551274744
181,1181.0,-0.5030023484600045
182,1182.0,-0.5216145473363585
183,1183.0,-0.5260451871635387
184,1184.0,-0.5325662447221589
185,1185.0,-0.5372063294149142
186,1186.0,-0.5377570591727119
187,1187.0,-0.5381473332705377
188,1188.0,-0.539510248011502
189,1189.0,-0.5438795091953923
190,1190.0,-0.5352560348300531
191,1191.0,-0.5044489950217369
192,1192.0,-0.5155498233265501
193,1193.0,-0.5267204220158296
194,1194.0,-0.44711690549998084
195,1195.0,-0.41338411815824216
196,1196.0,-0.4160219714418388
197,1197.0,-0.43479935538886444
198,1198.0,-0.3443257219399114
199,1199.0,-0.35740232943460837
200,1200.0,-0.3427881343914633
201,1201.0,-0.33845148573551903
202,1202.0,-0.3290235647962221
203,1203.0,-0.20385825755219397
204,1204.0,-0.2669636050585215
205,1205.0,-0.27620711913226054
206,1206.0,-0.1816176515472933
207,1207.0,-0.11727929921536376
208,1208.0,0.07109190408754244
209,1209.0,0.5275730838487788
210,1210.0,1.1552813089756384
211,1211.0,3.2368281210656553
212,1212.0,6.815598055264471
213,1213.0,6.0105353804394825
214,1214.0,4.142622311274987
215,1215.0,2.7995071691576827
216,1216.0,1.8769805652709284
217,1217.0,1.272523648238545
218,1218.0,0.8407181813549589
219,1219.0,0.5690303794641005
220,1220.0,0.3852581955928042
221,1221.0,0.24893759837315185
222,1222.0,0.133557068285412
223,1223.0,0.03383050619376704
224,1224.0,-0.030959486879102806
225,1225.0,-0.06706525896902711
226,1226.0,-0.10989432082126227
227,1227.0,-0.15879099331847477
228,1228.0,-0.1969009957925813
229,1229.0,-0.23123367152032223
230,1230.0,-0.24456404826641076
231,1231.0,-0.24811278828331285
232,1232.0,-0.23410332147152496
233,1233.0,-0.2226865215367449
234,1234.0,-0.23786806888797749
235,1235.0,-0.2607700603325286
236,1236.0,-0.28856578038092545
237,1237.0,-0.32127250778825683
