,X,Y,Z
307,1.564,38.0,0.01462325147005041
308,2.002,38.0,0.036446068022532585
309,2.44,38.0,0.06657227792639751
310,2.878,38.0,0.1032261753901337
311,3.316,38.0,0.13943957163632145
312,3.754,38.0,0.16315989904050063
313,4.192,38.0,0.17548320497735928
314,4.63,38.0,0.17596497977652378
315,5.068,38.0,0.16521969370163853
316,5.506,38.0,0.14392779937883848
317,5.944,38.0,0.12066785514260212
318,6.382,38.0,0.09232744310023003
319,6.82,38.0,0.06685697874883857
320,0.25,40.0,-0.029014535843793526
321,0.688,40.0,-0.022088898429206666
322,1.126,40.0,-0.005076841056892556
323,1.564,40.0,0.01858297866501533
324,2.002,40.0,0.04872976440158137
325,2.44,40.0,0.08156754799399894
326,2.878,40.0,0.11894068084912543
327,3.316,40.0,0.14906187262976905
328,3.754,40.0,0.1706694838990907
329,4.192,40.0,0.17984335640428264
330,4.63,40.0,0.17667589591088634
331,5.068,40.0,0.16900778974595587
332,5.506,40.0,0.15243786649692134
333,5.944,40.0,0.13167379810382712
334,6.382,40.0,0.1066140992997822
335,6.82,40.0,0.08471391349496787
336,0.25,42.0,-0.02038197428070298
337,0.688,42.0,-0.036743873889095634
338,1.126,42.0,-0.04713258141440959
339,1.564,42.0,-0.03712895033344602
340,2.002,42.0,-0.010808440337535044
341,2.44,42.0,0.030439021145197014
342,2.878,42.0,0.07869500365697821
343,3.316,42.0,0.12326451288539383
344,3.754,42.0,0.15626117307406234
345,4.192,42.0,0.17626215821110708
346,4.63,42.0,0.1793231274170298
347,5.068,42.0,0.1650608400653646
348,5.506,42.0,0.14085050647507136
349,5.944,42.0,0.11553165075536298
350,6.382,42.0,0.08841383266901671
351,6.82,42.0,0.06300077928797965
352,0.25,44.0,0.04249509015220933
353,0.688,44.0,0.032104110036070485
354,1.126,44.0,0.025358700885035133
355,1.564,44.0,0.027192479449964897
356,2.002,44.0,0.036072894833181234
357,2.44,44.0,0.050019202100542406
358,2.878,44.0,0.07117801174514964
359,3.316,44.0,0.09301737012290869
360,3.754,44.0,0.1114699669659239
361,4.192,44.0,0.12319660947181695
362,4.63,44.0,0.12921944944425723
363,5.068,44.0,0.1227767067208351
364,5.506,44.0,0.11147315862924963
365,5.944,44.0,0.09407484747644437
366,6.382,44.0,0.06558089073612042
367,6.82,44.0,0.04330599726680306
368,0.25,46.0,0.00905979489182372
369,0.688,46.0,0.010403531931574617
370,1.126,46.0,0.018853567551687527
371,1.564,46.0,0.04233950076951306
372,2.002,46.0,0.06855231739901133
373,2.44,46.0,0.10261746635184008
374,2.878,46.0,0.13068637015967405
375,3.316,46.0,0.1554416155152041
376,3.754,46.0,0.17171996741941772
377,4.192,46.0,0.17937380523749852
378,4.63,46.0,0.17472570613825736
379,5.068,46.0,0.16356473585604975
380,5.506,46.0,0.14416543603292165
381,5.944,46.0,0.1211156649843567
382,6.382,46.0,0.099059833519692
383,6.82,46.0,0.07146366642597969
384,0.25,48.0,-0.0021093289354523204
385,0.688,48.0,-0.0009373432742061734
386,1.126,48.0,0.007704261020701915
387,1.564,48.0,0.02563949897971369
388,2.002,48.0,0.05801108968727999
389,2.44,48.0,0.09339419983278863
390,2.878,48.0,0.13887851781981025
391,3.316,48.0,0.17867080877683078
392,3.754,48.0,0.20587971089641915
393,4.192,48.0,0.2164678930726381
394,4.63,48.0,0.21247563056664204
395,5.068,48.0,0.1965171442686678
396,5.506,48.0,0.1644049246566518
397,5.944,48.0,0.12950266927471238
398,6.382,48.0,0.0916576756883448
399,6.82,48.0,0.056356411127182426
400,0.25,50.0,0.006042526961203469
401,0.688,50.0,0.008242706568002679
402,1.126,50.0,0.01262088741948413
403,1.564,50.0,0.03318420367255302
404,2.002,50.0,0.06229262030020257
405,2.44,50.0,0.09415435361177378
406,2.878,50.0,0.12785655907824883
407,3.316,50.0,0.15563684646053894
408,3.754,50.0,0.1674084095286351
409,4.192,50.0,0.17000047266062926
410,4.63,50.0,0.16364558011544292
411,5.068,50.0,0.14402848686173159
412,5.506,50.0,0.11775644494422954
413,5.944,50.0,0.091810581161752
414,6.382,50.0,0.06540778636203029
415,6.82,50.0,0.0458920695446118
416,0.25,52.0,0.0006629732764426265
417,0.688,52.0,0.00015032118398521573
418,1.126,52.0,0.005425742070010217
419,1.564,52.0,0.028435402529736094
420,2.002,52.0,0.05818233018383199
421,2.44,52.0,0.09351111742592556
422,2.878,52.0,0.13190333068009336
423,3.316,52.0,0.16269963906602092
424,3.754,52.0,0.18314274406462172
425,4.192,52.0,0.19191781832738922
426,4.63,52.0,0.1871977713220493
427,5.068,52.0,0.17130447119836975
428,5.506,52.0,0.15198737037020132
429,5.944,52.0,0.1303419961460886
430,6.382,52.0,0.10305545504750949
431,6.82,52.0,0.07893667921190521
432,0.25,54.0,-0.011779631712770387
433,0.688,54.0,-0.022497934830428022
434,1.126,54.0,-0.02395323474539548
435,1.564,54.0,-0.004974565852093356
436,2.002,54.0,0.023708123551393505
437,2.44,54.0,0.06118577355412859
438,2.878,54.0,0.1037970149882675
439,3.316,54.0,0.14067895187193843
440,3.754,54.0,0.16510381963353898
441,4.192,54.0,0.1777604465651021
442,4.63,54.0,0.17366854658068107
443,5.068,54.0,0.159349165300846
444,5.506,54.0,0.13420923857701378
445,5.944,54.0,0.10469295708423536
446,6.382,54.0,0.06903541775000877
447,6.82,54.0,0.03806647366332644
448,0.25,56.0,0.021168790713362202
449,0.688,56.0,0.0002659015684093692
450,1.126,56.0,-0.01753524539739574
451,1.564,56.0,-0.023342576460283863
452,2.002,56.0,-0.01380553280772378
453,2.44,56.0,0.007427155530146655
454,2.878,56.0,0.037687223633902735
455,3.316,56.0,0.06709543387963537
456,3.754,56.0,0.09238036959197096
457,4.192,56.0,0.10728068374736346
458,4.63,56.0,0.1127120666884692
459,5.068,56.0,0.11123656568348769
460,5.506,56.0,0.10359908492114647
461,5.944,56.0,0.09004213724642954
462,6.382,56.0,0.07107868500232162
463,6.82,56.0,0.05918202040037336
464,0.25,58.0,0.014824706621291575
465,0.688,58.0,-0.003984876775920553
466,1.126,58.0,-0.01641210531257369
467,1.564,58.0,-0.014457472488375003
468,2.002,58.0,-0.0022084607574707022
469,2.44,58.0,0.027358794198647264
470,2.878,58.0,0.06386318237618065
471,3.316,58.0,0.0994849726299269
472,3.754,58.0,0.12783660518569498
473,4.192,58.0,0.149176228371472
474,4.63,58.0,0.159756367442573
475,5.068,58.0,0.16370195957028277
476,5.506,58.0,0.15480530699152922
477,5.944,58.0,0.14087711404538475
478,6.382,58.0,0.12079271254944828
479,6.82,58.0,0.09558783246607505
480,0.25,60.0,-0.017313070240796813
481,0.688,60.0,-0.016585913036331567
482,1.126,60.0,-0.007468406768235317
483,1.564,60.0,0.020599241720082057
484,2.002,60.0,0.06123907396598475
485,2.44,60.0,0.10963538726790759
486,2.878,60.0,0.16188515273098927
487,3.316,60.0,0.20902940962117747
488,3.754,60.0,0.23908256789129356
489,4.192,60.0,0.2500227509992888
490,4.63,60.0,0.24542048538195935
491,5.068,60.0,0.2215547029470611
492,5.506,60.0,0.18689426402580367
493,5.944,60.0,0.14915304200178353
494,6.382,60.0,0.10887148885153912
495,6.82,60.0,0.06732449125624582
496,0.25,62.0,-0.033881249142836994
497,0.688,62.0,-0.04041627633898552
498,1.126,62.0,-0.036353154848390176
499,1.564,62.0,-0.016963852513571756
500,2.002,62.0,0.01438238658500555
501,2.44,62.0,0.05477838585923942
502,2.878,62.0,0.10200878045501767
503,3.316,62.0,0.1452761778340527
504,3.754,62.0,0.172104084404355
505,4.192,62.0,0.18474187713434218
506,4.63,62.0,0.18205671071035268
507,5.068,62.0,0.16565653373549058
508,5.506,62.0,0.1397793239307163
509,5.944,62.0,0.11406841040478466
510,6.382,62.0,0.0840366268435441
511,6.82,62.0,0.058128249138902396
512,0.25,64.0,0.03731606890498927
513,0.688,64.0,0.03736185680914205
514,1.126,64.0,0.03822468759570382
515,1.564,64.0,0.05112474299116867
516,2.002,64.0,0.07535782002479599
517,2.44,64.0,0.10285970113373621
518,2.878,64.0,0.1316546627831465
519,3.316,64.0,0.1573089001955494
520,3.754,64.0,0.1706138052769739
521,4.192,64.0,0.17166546476609224
522,4.63,64.0,0.16283146076122149
523,5.068,64.0,0.14581457416957475
524,5.506,64.0,0.11740535962092793
525,5.944,64.0,0.08731151584063387
526,6.382,64.0,0.054492690827936376
527,6.82,64.0,0.026720470611603403
528,0.25,66.0,0.014438349253630408
529,0.688,66.0,-0.006106495380636722
530,1.126,66.0,-0.020485243161203443
531,1.564,66.0,-0.008708922794895485
532,2.002,66.0,0.011545735428407991
533,2.44,66.0,0.038660712746077415
534,2.878,66.0,0.07144936558612804
535,3.316,66.0,0.09916867774930183
536,3.754,66.0,0.12342367279092781
537,4.192,66.0,0.13732983423062872
538,4.63,66.0,0.1406739342351591
539,5.068,66.0,0.13355014939247362
540,5.506,66.0,0.12078232423970992
541,5.944,66.0,0.10351842734387702
542,6.382,66.0,0.082527483286884
543,6.82,66.0,0.06416291240992375
544,0.25,68.0,-0.018478698304924164
545,0.688,68.0,-0.023160619707840762
546,1.126,68.0,-0.017086994301638552
547,1.564,68.0,-0.0005516905279860958
548,2.002,68.0,0.02398745468556183
549,2.44,68.0,0.057436987529634685
550,2.878,68.0,0.09750426995013081
551,3.316,68.0,0.13328355025805766
552,3.754,68.0,0.15951413043590942
553,4.192,68.0,0.17515909146498232
554,4.63,68.0,0.17840937948989863
555,5.068,68.0,0.1723596603541349
556,5.506,68.0,0.15695715992202058
557,5.944,68.0,0.13508684272714808
558,6.382,68.0,0.10719215266777674
559,6.82,68.0,0.0803384578699619
560,0.25,70.0,0.015383573851679651
561,0.688,70.0,-0.0026659622520991276
562,1.126,70.0,-0.02038310516119911
563,1.564,70.0,-0.015479260923117282
564,2.002,70.0,0.006491070644726244
565,2.44,70.0,0.04622720777558611
566,2.878,70.0,0.0937322802969703
567,3.316,70.0,0.13812108811765839
568,3.754,70.0,0.16601429674247628
569,4.192,70.0,0.18343126231660148
570,4.63,70.0,0.18983598495559953
571,5.068,70.0,0.18430436606094908
572,5.506,70.0,0.17067930569837925
573,5.944,70.0,0.1503638432832094
574,6.382,70.0,0.12309935215170653
575,6.82,70.0,0.09425300725772127
576,0.25,72.0,-0.02844345508990686
577,0.688,72.0,-0.032793646821097415
578,1.126,72.0,-0.026374433877689823
579,1.564,72.0,-0.0016572649984763893
580,2.002,72.0,0.040993480228152086
581,2.44,72.0,0.08842385370991661
582,2.878,72.0,0.13913689142506488
583,3.316,72.0,0.1821171798799838
584,3.754,72.0,0.2118510403775277
585,4.192,72.0,0.2215957400097533
586,4.63,72.0,0.21414988445917654
587,5.068,72.0,0.19501666657413103
588,5.506,72.0,0.16380006711383902
589,5.944,72.0,0.1303205925882702
590,6.382,72.0,0.09087138622434288
591,6.82,72.0,0.05647549589987475
592,0.25,74.0,-0.03084387737165451
593,0.688,74.0,-0.031015467415113414
594,1.126,74.0,-0.018734180358782892
595,1.564,74.0,0.011162076521752504
596,2.002,74.0,0.046617133516527194
597,2.44,74.0,0.09116986653661427
598,2.878,74.0,0.1388359259774562
599,3.316,74.0,0.18328295492732755
600,3.754,74.0,0.21688243750696606
601,4.192,74.0,0.23795629326578543
602,4.63,74.0,0.23772199357854915
603,5.068,74.0,0.21953160306687974
604,5.506,74.0,0.1880490131194295
605,5.944,74.0,0.14885570138091433
606,6.382,74.0,0.10683744186771893
607,6.82,74.0,0.06679096765341566
608,0.25,76.0,0.004954657164047914
609,0.688,76.0,0.014940977838585473
610,1.126,76.0,0.02861454826147137
611,1.564,76.0,0.0486140532912886
612,2.002,76.0,0.06789307151153573
613,2.44,76.0,0.09241256789727885
614,2.878,76.0,0.11909534051715842
615,3.316,76.0,0.14317364000418922
616,3.754,76.0,0.16158822226358352
617,4.192,76.0,0.17055007840593395
618,4.63,76.0,0.16971212496651805
619,5.068,76.0,0.1550885451029433
620,5.506,76.0,0.13272689761308482
621,5.944,76.0,0.1106738497239447
622,6.382,76.0,0.08462254484703371
623,6.82,76.0,0.0628951644003253
624,0.25,78.0,-0.011935939814787546
625,0.688,78.0,-0.016649670936046676
626,1.126,78.0,-0.00919175995123685
627,1.564,78.0,0.01289386114350291
628,2.002,78.0,0.0515798978946941
629,2.44,78.0,0.09690549445119795
630,2.878,78.0,0.14493570647130657
631,3.316,78.0,0.18318205958190822
632,3.754,78.0,0.20628421583625198
633,4.192,78.0,0.2111629397363401
634,4.63,78.0,0.200989133108792
635,5.068,78.0,0.17863532689770129
636,5.506,78.0,0.14471032158887726
637,5.944,78.0,0.10823465871769904
638,6.382,78.0,0.07007657349188234
639,6.82,78.0,0.040327771305807246
640,0.25,80.0,-0.004151879725342303
641,0.688,80.0,-0.014576485614320095
642,1.126,80.0,-0.024190852540298274
643,1.564,80.0,-0.013889485764273578
644,2.002,80.0,0.008443053541755816
645,2.44,80.0,0.044075694189334526
646,2.878,80.0,0.09273543771612003
647,3.316,80.0,0.14012209467056785
648,3.754,80.0,0.1733424608581504
649,4.192,80.0,0.19641470865055044
650,4.63,80.0,0.20716217294758787
651,5.068,80.0,0.20324297680081282
652,5.506,80.0,0.18343111008310117
653,5.944,80.0,0.15710381328895506
654,6.382,80.0,0.12351456708584525
655,6.82,80.0,0.08894766771565749
656,0.25,82.0,0.016634989510973214
657,0.688,82.0,0.00364762285747521
658,1.126,82.0,-0.0035013792226745513
659,1.564,82.0,0.0064475311858269175
660,2.002,82.0,0.03067280802377287
661,2.44,82.0,0.059811720548152716
662,2.878,82.0,0.09665111619271331
663,3.316,82.0,0.13248719099824
664,3.754,82.0,0.15685786357742978
665,4.192,82.0,0.16953171168498996
666,4.63,82.0,0.17091535946254383
667,5.068,82.0,0.1641200372952004
668,5.506,82.0,0.1508273788584047
669,5.944,82.0,0.13424961648692266
670,6.382,82.0,0.11315684144964411
671,6.82,82.0,0.09152161544907844
672,0.25,84.0,-0.02511345320788354
673,0.688,84.0,-0.03565737832354736
674,1.126,84.0,-0.03444015196272075
675,1.564,84.0,-0.012241278226859064
676,2.002,84.0,0.020227939123557775
677,2.44,84.0,0.055999103374712256
678,2.878,84.0,0.09083526384873641
679,3.316,84.0,0.11982316452222194
680,3.754,84.0,0.14013159134330117
681,4.192,84.0,0.15142592422524026
682,4.63,84.0,0.15134711220976654
683,5.068,84.0,0.14258172432739777
684,5.506,84.0,0.13189888066441013
685,5.944,84.0,0.11974248915906079
686,6.382,84.0,0.09914074402850354
687,6.82,84.0,0.07813606940031484
688,0.25,86.0,-0.04659616649867006
689,0.688,86.0,-0.04127501810832792
690,1.126,86.0,-0.027901259905433823
691,1.564,86.0,0.0035361079538292406
692,2.002,86.0,0.044028797343328326
693,2.44,86.0,0.09739641733066676
694,2.878,86.0,0.15521584636383975
695,3.316,86.0,0.20340665258653728
696,3.754,86.0,0.23337121347294926
697,4.192,86.0,0.24487841131533883
698,4.63,86.0,0.2402306400541164
699,5.068,86.0,0.2187688375789875
700,5.506,86.0,0.18426031468944593
701,5.944,86.0,0.14265239052876036
702,6.382,86.0,0.09510270857123734
703,6.82,86.0,0.05155147862665528
704,0.25,88.0,-0.01081497262025411
705,0.688,88.0,-0.01413893357119676
706,1.126,88.0,-0.007519780228145176
707,1.564,88.0,0.017401035663155935
708,2.002,88.0,0.05420847022567288
709,2.44,88.0,0.10159174978679528
710,2.878,88.0,0.1511211982475047
711,3.316,88.0,0.19342155384325516
712,3.754,88.0,0.2205567036275063
713,4.192,88.0,0.22835020111084897
714,4.63,88.0,0.2208518328900569
715,5.068,88.0,0.1988901058268984
716,5.506,88.0,0.16467690122474288
717,5.944,88.0,0.12697850803521657
718,6.382,88.0,0.08873910362176503
719,6.82,88.0,0.059473259741818586
720,0.25,90.0,-0.01846533355816641
721,0.688,90.0,-0.02491285151357702
722,1.126,90.0,-0.027343890692531035
723,1.564,90.0,-0.016936565529593252
724,2.002,90.0,0.0022417996811471153
725,2.44,90.0,0.03163883489192683
726,2.878,90.0,0.07303344436984435
727,3.316,90.0,0.11193700142305214
