,var,metric
0,-75.0,1.6369704966974756
1,-74.8717948718,1.7235587240782937
2,-74.7435897436,1.515260663601089
3,-74.6153846154,1.668652884037728
4,-74.4871794872,1.6990112772559556
5,-74.358974359,1.655486025775691
6,-74.2307692308,1.6660325363743111
7,-74.1025641026,1.6537656208387523
8,-73.9743589744,1.7103299284585571
9,-73.8461538462,1.6827327547767679
10,-73.7179487179,1.5710933790320771
11,-73.5897435897,1.7042953716215563
12,-73.4615384615,1.6309840406182474
13,-73.3333333333,1.707059135376922
14,-73.2051282051,1.6749523354111886
15,-73.0769230769,1.7027874869733732
16,-72.9487179487,1.6614974244462921
17,-72.8205128205,1.5482393617345818
18,-72.6923076923,1.6975432675704893
19,-72.5641025641,1.6450151073252066
20,-72.4358974359,1.6377581751763108
21,-72.3076923077,1.567399123746287
22,-72.1794871795,1.6224756436861756
23,-72.0512820513,1.6141783604818551
24,-71.9230769231,1.6134459959612468
25,-71.7948717949,1.6109404015404192
26,-71.6666666667,1.5909035790386539
27,-71.5384615385,1.630814189553727
28,-71.4102564103,1.6361818757928748
29,-71.2820512821,1.6424216667413285
30,-71.1538461538,1.5974067639475167
31,-71.0256410256,1.6244293942390162
32,-70.8974358974,1.5840268577781866
33,-70.7692307692,1.6230333883729224
34,-70.641025641,1.6509616366607915
35,-70.5128205128,1.6068037060173652
36,-70.3846153846,1.5920572638720358
37,-70.2564102564,1.5458105349770281
38,-70.1282051282,1.5695034372299512
39,-70.0,1.5708467223300007
40,-69.8717948718,1.549076355782978
41,-69.7435897436,1.5885738614160154
42,-69.6153846154,1.612533664555589
43,-69.4871794872,1.5138940623495758
44,-69.358974359,1.6048438004049115
45,-69.2307692308,1.5925751867866373
46,-69.1025641026,1.549829542238492
47,-75.0,1.6429412264415426
48,-74.8717948718,1.686290740920023
49,-74.7435897436,1.6243676337240571
50,-74.6153846154,1.6831325121285874
51,-74.4871794872,1.6318846237776732
52,-74.358974359,1.6404800286963739
53,-74.2307692308,1.656042714999627
54,-74.1025641026,1.5550964628238537
55,-73.9743589744,1.628703126579585
56,-73.8461538462,1.6537612090426683
57,-73.7179487179,1.6176839591741825
58,-73.5897435897,1.6773801832036699
59,-73.4615384615,1.6630182829308824
60,-73.3333333333,1.647673688479165
61,-73.2051282051,1.6106539740295303
62,-73.0769230769,1.603017992630872
63,-72.9487179487,1.6255072401462263
64,-72.8205128205,1.6030273378834896
65,-72.6923076923,1.6020334788593882
66,-72.5641025641,1.606788838515651
67,-72.4358974359,1.6776604693801553
68,-72.3076923077,1.6410982693983278
69,-72.1794871795,1.48314124053724
70,-72.0512820513,1.6346949541306606
71,-71.9230769231,1.6626839263595867
72,-71.7948717949,1.6016765961841102
73,-71.6666666667,1.6552526139994137
74,-71.5384615385,1.5805328472167648
75,-71.4102564103,1.571127264400211
76,-71.2820512821,1.5608345494648597
77,-71.1538461538,1.5792308188043584
78,-71.0256410256,1.664715469506736
79,-70.8974358974,1.6367856030390373
80,-70.7692307692,1.6240001216921645
81,-70.641025641,1.613518097130951
82,-70.5128205128,1.5961896876247612
83,-70.3846153846,1.5920644484056043
84,-70.2564102564,1.5814463744146716
85,-70.1282051282,1.6215333664978593
86,-70.0,1.548416866653507
87,-69.8717948718,1.5868612940997417
88,-69.7435897436,1.5572853299226221
89,-69.6153846154,1.5746942255148526
90,-69.4871794872,1.6076920954219087
91,-69.358974359,1.5596674579627605
92,-69.2307692308,1.584225623520408
93,-69.1025641026,1.5779290980391034
