,time,band
0,0.25,-0.004345735528165822
1,0.688,-0.009029868958696658
2,1.126,-0.007864809853118455
3,1.564,0.0075588897445530105
4,2.002,0.03241714789026566
5,2.44,0.06471862838093656
6,2.878,0.10121082604714778
7,3.316,0.1335739069274588
8,3.754,0.15605189566433203
9,4.192,0.16734364595333995
10,4.63,0.16702086747544384
11,5.068,0.15595954573028994
12,5.506,0.1360551304602664
13,5.944,0.11259853491846897
14,6.382,0.08518838873622567
15,6.82,0.06012144164868927
