,time,band
0,0.25,-0.03294883768769078
1,0.688,-0.04026445308329792
2,1.126,-0.028078443761432613
3,1.564,0.014884555915909859
4,2.002,0.06233002769401506
5,2.44,0.09749829714344363
6,2.878,0.11574994145180798
7,3.316,0.11418789495441262
8,3.754,0.09913962071198618
9,4.192,0.07674245784443914
10,4.63,0.051108361238437004
