,time,band
0,0.25,-0.006849047874410971
1,0.688,-0.012736658614100999
2,1.126,0.008120699185304918
3,1.564,0.05849074200229115
4,2.002,0.11573011740681889
5,2.44,0.15947273539532952
6,2.878,0.17971906669209292
7,3.316,0.17470615932640335
8,3.754,0.1546323327581122
9,4.192,0.12897761842586325
10,4.63,0.10275428594631031
