,time,band
0,0.25,-0.0176283809156512
1,0.688,-0.025033752267918964
2,1.126,-0.0010825263807859359
3,1.564,0.05513911185695545
4,2.002,0.11761820737719395
5,2.44,0.1660665057076378
6,2.878,0.18948239125591215
7,3.316,0.1847175840298863
8,3.754,0.15856367575542996
9,4.192,0.12386061962676749
10,4.63,0.09225687067249397
