,fx,PSD
0,0.03499982500087499,0.9102324002110408
1,0.039999800000999994,0.8683758691883903
2,0.044999775001124995,0.8231501564594248
3,0.049999750001249996,0.7752771188072619
4,0.05499972500137499,0.7255081931391655
5,0.05999970000149999,0.6746115757649691
6,0.06499967500162498,0.6233605183015921
7,0.06999965000174999,0.5725231015553437
8,0.07499962500187499,0.5228536269023146
9,0.07999960000199999,0.47508536182700034
10,0.08499957500212499,0.4299236740735821
11,0.08999955000224999,0.38803744604548307
12,0.09499952500237499,0.35004503162775163
13,0.09999950000249999,0.31648929640347023
14,0.10499947500262498,0.28779595570311123
15,0.10999945000274998,0.26421354776830613
16,0.11499942500287498,0.24574502759367597
17,0.11999940000299998,0.23209755157385695
18,0.12499937500312498,0.2226847334931389
19,0.12999935000324997,0.2166983068677026
20,0.13499932500337497,0.21322928907573474
21,0.13999930000349997,0.2113932155271206
22,0.14499927500362497,0.21042064543959535
23,0.14999925000374997,0.20970038616917208
24,0.15499922500387497,0.20878440308802226
25,0.15999920000399998,0.20737049146459424
26,0.16499917500412498,0.20527612692752842
27,0.16999915000424998,0.2024115648203215
28,0.17499912500437498,0.1987559266584734
29,0.17999910000449998,0.1943374411952942
30,0.18499907500462498,0.189217771495672
31,0.18999905000474998,0.1834798896712334
32,0.19499902500487498,0.1772188605660093
33,0.19999900000499998,0.17053494523770657
34,0.20499897500512496,0.16352852975378007
35,0.20999895000524996,0.1562964809793552
36,0.21499892500537496,0.1489296139174929
37,0.21999890000549996,0.14151102215844105
38,0.22499887500562496,0.13411507579791535
39,0.22999885000574996,0.1268069324711973
40,0.23499882500587496,0.11964243937046143
41,0.23999880000599996,0.11266832920694031
42,0.24499877500612496,0.1059226325427745
43,0.24999875000624996,0.09943524395636558
44,0.25499872500637494,0.0932285911659136
45,0.25999870000649994,0.08731836546348938
46,0.26499867500662494,0.08171427943918637
47,0.26999865000674994,0.07642082466477466
48,0.27499862500687494,0.07143800818513149
49,0.27999860000699994,0.06676205248419011
50,0.28499857500712494,0.062386048943209683
51,0.28999855000724994,0.05830055941163384
52,0.29499852500737495,0.05449416404319296
53,0.29999850000749995,0.050953955798228305
54,0.30499847500762495,0.04766598298608764
55,0.30999845000774995,0.0446156411912076
56,0.31499842500787495,0.04178801537686677
57,0.31999840000799995,0.03916817245322336
58,0.32499837500812495,0.03674140459969789
59,0.32999835000824995,0.03449342437355881
60,0.33499832500837495,0.03241051403406401
61,0.33999830000849995,0.030479633209631846
62,0.34499827500862495,0.0286884905398491
63,0.34999825000874996,0.02702558578151105
64,0.35499822500887496,0.02548022882880206
65,0.35999820000899996,0.024042541202156587
66,0.36499817500912496,0.02270344411813348
67,0.36999815000924996,0.02145463572856316
68,0.37499812500937496,0.02028855896537551
69,0.37999810000949996,0.01919836093619703
70,0.38499807500962496,0.018177845017640408
71,0.38999805000974996,0.017221417469093177
72,0.39499802500987496,0.01632403116050871
73,0.39999800000999997,0.01548112947659474
74,0.4049979750101249,0.014688593354764135
75,0.4099979500102499,0.01394269367990502
76,0.4149979250103749,0.013240050070173573
77,0.4199979000104999,0.012577595782426657
78,0.4249978750106249,0.011952547423102703
79,0.4299978500107499,0.011362377659367895
80,0.4349978250108749,0.010804789287763537
81,0.4399978000109999,0.010277689718059745
82,0.4449977750111249,0.009779165882068536
83,0.4499977500112499,0.009307460425995825
84,0.4549977250113749,0.00886095049001119
