,X,Y,Z
0,0.25,0.0,-0.001732897102122265
1,0.688,0.0,0.0041485382858983625
2,1.126,0.0,0.017651838405918448
3,1.564,0.0,0.033053686818932476
4,2.002,0.0,0.05586451826969541
5,2.44,0.0,0.0787147267920605
6,2.878,0.0,0.08935752814254741
7,3.316,0.0,0.09205471104643177
8,3.754,0.0,0.09124596249648857
9,4.192,0.0,0.0860768250288613
10,4.63,0.0,0.08176849721275246
11,5.068,0.0,0.07097364692621058
12,5.506,0.0,0.06074730895767998
13,5.944,0.0,0.052015834582594164
14,0.25,2.0,-0.036571768114877265
15,0.688,2.0,-0.04227786647324353
16,1.126,2.0,-0.03902711356029494
17,1.564,2.0,-0.01838932833369002
18,2.002,2.0,0.011093626372694496
19,2.44,2.0,0.03753796598952848
20,2.878,2.0,0.0581867305565949
21,3.316,2.0,0.06274312598163403
22,3.754,2.0,0.05636732158277691
23,4.192,2.0,0.04316663206483156
24,4.63,2.0,0.025074646932901873
25,5.068,2.0,0.014042981605756736
26,5.506,2.0,0.010232793120915459
27,5.944,2.0,0.012526295349618665
28,0.25,4.0,-0.03196491167326127
29,0.688,4.0,-0.021638099232331464
30,1.126,4.0,-0.0019148503028247968
31,1.564,4.0,0.023458399129899995
32,2.002,4.0,0.04941141789434235
33,2.44,4.0,0.06891059911313599
34,2.878,4.0,0.07892293383685803
35,3.316,4.0,0.0752454583102504
36,3.754,4.0,0.06017744403509926
37,4.192,4.0,0.04204720808884503
38,4.63,4.0,0.02639280821959225
39,5.068,4.0,0.015281924694504779
40,5.506,4.0,0.010238733615840118
41,5.944,4.0,0.008171469631312952
42,0.25,6.0,-0.027302538884512107
43,0.688,6.0,-0.016774831803720778
44,1.126,6.0,0.0025880519177446893
45,1.564,6.0,0.027193553151262873
46,2.002,6.0,0.047902795325178105
47,2.44,6.0,0.0642576756799811
48,2.878,6.0,0.07107812166524023
49,3.316,6.0,0.06824228846717512
50,3.754,6.0,0.05845654469425097
51,4.192,6.0,0.045369359385273034
52,4.63,6.0,0.026498335510540517
53,5.068,6.0,0.013744074411213761
54,5.506,6.0,0.007585371804656191
55,5.944,6.0,0.004413773974133046
56,0.25,8.0,-0.00544338162533232
57,0.688,8.0,0.011227518282668745
58,1.126,8.0,0.033957622020752594
59,1.564,8.0,0.05799204678160739
60,2.002,8.0,0.0811140298644497
61,2.44,8.0,0.09072958816804468
62,2.878,8.0,0.09104081480808812
63,3.316,8.0,0.08322392653129239
64,3.754,8.0,0.06666777930335956
65,4.192,8.0,0.05089914147048772
66,4.63,8.0,0.04073881513583398
67,5.068,8.0,0.036574296130972614
68,5.506,8.0,0.035845886117539125
69,5.944,8.0,0.03634465401295151
70,0.25,10.0,0.0028436931393232535
71,0.688,10.0,0.0016340796076589684
72,1.126,10.0,0.010080448256768942
73,1.564,10.0,0.03631669011524641
74,2.002,10.0,0.06940337437554514
75,2.44,10.0,0.10100488144242097
76,2.878,10.0,0.12632517338469243
77,3.316,10.0,0.14044288933914362
78,3.754,10.0,0.14260343771472242
79,4.192,10.0,0.13935866163864133
80,4.63,10.0,0.12637073867395673
81,5.068,10.0,0.1087923047580035
82,5.506,10.0,0.0934733047974662
83,5.944,10.0,0.08122600739279213
84,0.25,12.0,0.015790085519260835
85,0.688,12.0,0.01989694179588759
86,1.126,12.0,0.04076156584130304
87,1.564,12.0,0.0761196165811989
88,2.002,12.0,0.11551976029737046
89,2.44,12.0,0.15220755366425692
