,time,band
0,0.25,0.048937818442952266
1,0.688,0.057630397244437935
2,1.126,0.07854051899052374
3,1.564,0.10735416247469418
4,2.002,0.1385011320621953
5,2.44,0.16280678178933647
6,2.878,0.17601963728930736
7,3.316,0.17844483650906923
8,3.754,0.16928339060719488
9,4.192,0.15306096073659636
10,4.63,0.13486673423441725
11,5.068,0.12190480873182052
12,5.506,0.11220269644245003
13,5.944,0.10715954523215314
14,6.382,0.1042968876264089
15,6.82,0.10244002545552444
