,fx,PSD
0,1.0,0.028096831778324144
1,2.0,0.01993787775724195
2,3.0,0.016456550949755133
3,4.0,0.014490745852601955
4,5.0,0.013254333700639652
5,6.0,0.012448224720094318
6,7.0,0.011931936196382976
7,8.0,0.01163015172448454
8,9.0,0.01149804240073954
9,10.0,0.011505773572394698
10,11.0,0.01163041678131133
11,12.0,0.011851098376227056
12,13.0,0.012145794706672104
13,14.0,0.012489237038294692
14,15.0,0.012851889739981168
15,16.0,0.013200190212329769
16,17.0,0.013498244032886084
17,18.0,0.013710956551700659
18,19.0,0.013808195558181226
19,20.0,0.013769151428661076
20,21.0,0.01358579763596195
21,22.0,0.013264443030686541
22,23.0,0.012824855576883409
23,24.0,0.01229718286225542
24,25.0,0.011717663333419349
25,26.0,0.011124789397390589
26,27.0,0.01055818910134076
27,28.0,0.010062762519844427
28,29.0,0.009699115311393985
29,30.0,0.009556153411289804
30,31.0,0.009753769678069983
31,32.0,0.010416054723137473
32,33.0,0.011587608122936265
33,34.0,0.013080278382234837
34,35.0,0.014368634925209865
35,36.0,0.01483178593287312
36,37.0,0.014307463050059867
37,38.0,0.013252025247364645
38,39.0,0.012270630645829334
39,40.0,0.011697100480506508
40,41.0,0.011569245965097471
41,42.0,0.01177273623518207
42,43.0,0.012158407603883611
43,44.0,0.012600452869753183
44,45.0,0.013011664060899005
45,46.0,0.013336448893214108
46,47.0,0.013539526964561763
47,48.0,0.013599012618321527
48,49.0,0.013504127160119107
49,50.0,0.013254852345869001
50,51.0,0.012861451198404908
51,52.0,0.012343036138622606
52,53.0,0.011725189302571078
53,54.0,0.011037029584339492
54,55.0,0.010308236572450323
55,56.0,0.009566484899214467
56,57.0,0.008835585333274554
57,58.0,0.00813443895552585
58,59.0,0.0074767450638675995
59,60.0,0.006871295880315768
60,61.0,0.006322648990318595
61,62.0,0.005831979217473148
62,63.0,0.005397953940708012
63,64.0,0.0050175289640624916
64,65.0,0.0046866112110964175
65,66.0,0.004400572181495786
66,67.0,0.004154620504503367
67,68.0,0.003944054762341179
68,69.0,0.0037644221629171614
69,70.0,0.003611607789537176
70,71.0,0.0034818755996904147
71,72.0,0.0033718778413606544
72,73.0,0.0032786451512439546
73,74.0,0.003199565818470055
74,75.0,0.0031323597245342654
75,76.0,0.0030750502952534334
76,77.0,0.0030259363174485613
77,78.0,0.0029835645392311144
78,79.0,0.0029467034431936152
79,80.0,0.0029143183264349897
80,81.0,0.002885547733280565
81,82.0,0.0028596812846916797
82,83.0,0.002836138976695103
83,84.0,0.0028144520448002766
84,85.0,0.002794245496135929
85,86.0,0.0027752223924668476
86,87.0,0.002757149929721037
87,88.0,0.002739847311202989
88,89.0,0.0027231753608722704
89,90.0,0.0027070277770936467
90,91.0,0.002691323890936589
91,92.0,0.0026760027687556713
92,93.0,0.002661018486633751
93,94.0,0.0026463364030095676
94,95.0,0.0026319302632498236
95,96.0,0.0026177799835444293
96,97.0,0.002603869978865736
97,98.0,0.0025901879187412245
98,99.0,0.0025767238136089774
99,100.0,0.002563469352404993
