,fx,PSD
0,1.0,0.01769592800025006
1,2.0,0.019993526598913642
2,3.0,0.015761541287576113
3,4.0,0.009409531050661115
4,5.0,0.009344129566872026
5,6.0,0.015989315825688532
6,7.0,0.018553725531319995
7,8.0,0.015105619214869064
8,9.0,0.010653033319355174
9,10.0,0.011629333332157304
10,11.0,0.01272666937905087
11,12.0,0.01384825534547147
12,13.0,0.014936521675999426
13,14.0,0.014410008785830528
14,15.0,0.012224081183266728
15,16.0,0.01740692717801261
16,17.0,0.01379894191343332
17,18.0,0.01088855894808151
18,19.0,0.01340997249865004
19,20.0,0.011080567039915605
20,21.0,0.013023336679074784
21,22.0,0.013545436841025663
22,23.0,0.011698655500772611
23,24.0,0.01753398521073704
24,25.0,0.01678306880163755
25,26.0,0.009753774327907042
26,27.0,0.009222778540930234
27,28.0,0.01012896922872699
28,29.0,0.012545754767814981
29,30.0,0.010244756008867276
30,31.0,0.00947641583190338
31,32.0,0.010505052915364538
32,33.0,0.010374922585535518
33,34.0,0.014564001105067986
34,35.0,0.013200435150468528
35,36.0,0.016754091800335234
36,37.0,0.014965772121379351
37,38.0,0.014283346624337343
38,39.0,0.016371146156174198
39,40.0,0.008389534767593477
40,41.0,0.006221401110756184
41,42.0,0.010613670550954826
42,43.0,0.01728142940685269
43,44.0,0.012156905819670702
44,45.0,0.014472058634117923
45,46.0,0.016092036309505425
46,47.0,0.017958243119078267
47,48.0,0.022018164992847974
48,49.0,0.01191031115421664
49,50.0,0.013901188187444971
50,51.0,0.011399807956830228
51,52.0,0.009548613657377417
52,53.0,0.00880153011505586
53,54.0,0.008302740611944985
54,55.0,0.014440317588189738
55,56.0,0.0111164223124728
56,57.0,0.014512208911528797
57,58.0,0.011170665545495392
58,59.0,0.006025221645707103
59,60.0,0.0064907929979916516
60,61.0,0.0055705500349803524
61,62.0,0.0042549304075983965
62,63.0,0.004478733798169328
63,64.0,0.0029416150859536364
64,65.0,0.00297949288285152
65,66.0,0.005220730761876387
66,67.0,0.008150048136104494
67,68.0,0.0062254895846834465
68,69.0,0.003554009201698531
69,70.0,0.00364009941729758
70,71.0,0.0030762478387761803
71,72.0,0.0030227734450934533
72,73.0,0.0035817093559958354
73,74.0,0.005695144810132602
74,75.0,0.005607605524559686
75,76.0,0.004032903876183848
76,77.0,0.003004154022271703
77,78.0,0.003471003399613192
78,79.0,0.0034583413900871234
79,80.0,0.0029073436195179063
80,81.0,0.004052728139186744
81,82.0,0.0038770581619920943
82,83.0,0.002874720527584801
83,84.0,0.0031859890908337418
84,85.0,0.0030072573409984688
85,86.0,0.0022202491227524927
86,87.0,0.0022414133201414084
87,88.0,0.0016504508351528992
88,89.0,0.0015658859442444996
89,90.0,0.001966421933180112
90,91.0,0.002439811151924446
91,92.0,0.002812738008880835
92,93.0,0.003135853155944049
93,94.0,0.002402606186460173
94,95.0,0.0018123271157394168
95,96.0,0.0022017158835798824
96,97.0,0.00207343859364533
97,98.0,0.0017685923102688554
98,99.0,0.0015456440197587076
99,100.0,0.0030127111708733133
