,fx,PSD
0,1.0,0.025394121840438492
1,1.05,0.03280455344893604
2,1.1,0.030144329417122247
3,1.1500000000000001,0.02667659414949012
4,1.2000000000000002,0.03603676378907584
5,1.25,0.0390771040291621
6,1.3,0.03791539149350538
7,1.35,0.03130922885768054
8,1.4000000000000001,0.027286775245639282
9,1.4500000000000002,0.04080839961039899
10,1.5,0.03828103967592409
11,1.55,0.03125247047117049
12,1.6,0.042381738279741524
13,1.6500000000000001,0.03753800263161964
14,1.7000000000000002,0.04325247900696822
15,1.75,0.03425377191619011
16,1.8,0.02238184821673037
17,1.85,0.03522196179138872
18,1.9000000000000001,0.03423495394330078
19,1.9500000000000002,0.03220733375739441
20,2.0,0.024230096316052243
21,2.0500000000000003,0.0226247694187457
22,2.1,0.02048149351285898
23,2.15,0.026084778379473046
24,2.2,0.03261519125066072
25,2.25,0.02631746741964862
26,2.3000000000000003,0.025162414160794996
27,2.35,0.03815122572731548
28,2.4000000000000004,0.04400217507840416
29,2.45,0.024266835991984436
30,2.5,0.0417694871756799
31,2.5500000000000003,0.04089050334985672
32,2.6,0.040662787517436835
33,2.6500000000000004,0.0359269885395946
34,2.7,0.020935961278252337
35,2.75,0.024165105494804294
36,2.8000000000000003,0.030881031442316825
37,2.85,0.03866218776277662
38,2.9000000000000004,0.042801076306463806
39,2.95,0.037122989833977375
40,3.0,0.04212900192617072
41,3.0500000000000003,0.04590120462546309
42,3.1,0.03265291672328451
43,3.1500000000000004,0.03069139185648304
44,3.2,0.035087658922231736
45,3.25,0.02236400391121298
46,3.3000000000000003,0.03074022048589155
47,3.35,0.03228107964072818
48,3.4000000000000004,0.035663456811121826
49,3.45,0.036379377465339015
50,3.5,0.030203508331475268
51,3.5500000000000003,0.027112791578841867
52,3.6,0.04584854609302038
53,3.6500000000000004,0.04592200922527473
54,3.7,0.02826621958152865
55,3.75,0.03604799791326687
56,3.8000000000000003,0.04226601929854567
57,3.85,0.043907055848320775
58,3.9000000000000004,0.05684696345454391
59,3.95,0.05217473351374381
60,4.0,0.04968903141994042
61,4.05,0.03900307303749956
62,4.1000000000000005,0.01973803126101514
63,4.15,0.02081891916085699
64,4.2,0.03494930617000342
65,4.25,0.039448236461376074
66,4.3,0.028670913699201245
67,4.3500000000000005,0.039443639532390905
68,4.4,0.04312135282837879
69,4.45,0.03511459153065791
70,4.5,0.050012285525765504
71,4.55,0.048087712380035216
72,4.6000000000000005,0.04007187779165304
73,4.65,0.03557519787996175
74,4.7,0.03480359914456068
75,4.75,0.02987544985979283
76,4.800000000000001,0.026127680563555234
77,4.8500000000000005,0.025911234165083827
78,4.9,0.02500077221534182
79,4.95,0.02930875699605134
80,5.0,0.02549066048243277
81,5.050000000000001,0.023508761067172226
82,5.1000000000000005,0.03459138463234733
83,5.15,0.04529148866981258
84,5.2,0.056397890304450915
85,5.25,0.05280761692295195
86,5.300000000000001,0.04175855336502001
87,5.3500000000000005,0.039931232910275324
88,5.4,0.033931764035973026
89,5.45,0.03797399054785561
90,5.5,0.03077486083178286
91,5.550000000000001,0.025797024199850395
92,5.6000000000000005,0.02370916264305198
93,5.65,0.024634477641730497
94,5.7,0.02449095466407986
95,5.75,0.033369872911271775
96,5.800000000000001,0.029909711133701094
97,5.8500000000000005,0.028015060272956332
98,5.9,0.019180109051978846
99,5.95,0.026851796770358333
100,6.0,0.04105649021585454
101,6.050000000000001,0.04023946430606613
102,6.1000000000000005,0.04927198979543287
103,6.15,0.040894532213353665
104,6.2,0.038042438404791844
105,6.25,0.04938008290069128
106,6.300000000000001,0.05592424118195781
107,6.3500000000000005,0.036620213006710166
108,6.4,0.027333821601437817
109,6.45,0.03985048751680631
110,6.5,0.03363009816445886
111,6.550000000000001,0.03210797974593799
112,6.6000000000000005,0.04165717439517171
113,6.65,0.03829294076016808
114,6.7,0.031198406706124497
115,6.75,0.03172500807712547
116,6.800000000000001,0.033626259945285904
117,6.8500000000000005,0.033943469569638646
118,6.9,0.026273173351034244
119,6.95,0.019216866407096876
120,7.0,0.029690793616300237
121,7.050000000000001,0.03591867836751923
122,7.1000000000000005,0.019023677358517666
123,7.15,0.024886081199072752
124,7.2,0.027025524891509035
125,7.25,0.025084617643996603
126,7.300000000000001,0.03208325246909675
127,7.3500000000000005,0.029221308850638818
128,7.4,0.026519195655609142
129,7.45,0.037061735794030604
130,7.5,0.038298264733760135
131,7.550000000000001,0.024000294707857583
132,7.6000000000000005,0.018806450779888736
133,7.65,0.024444511391384958
134,7.7,0.03069510711402584
135,7.75,0.04079152742868463
136,7.800000000000001,0.039480536398877414
137,7.8500000000000005,0.03878184777498541
138,7.9,0.035712835777806866
139,7.95,0.030112875245100226
140,8.0,0.025674860474328664
141,8.05,0.025918294857549554
142,8.1,0.030837433810180465
143,8.15,0.03829729314620505
144,8.200000000000001,0.07207663626708197
145,8.25,0.056081312813919586
146,8.3,0.03163348388476175
147,8.35,0.03338213755227491
148,8.4,0.03619984974896523
149,8.450000000000001,0.02932449612667499
150,8.5,0.04288169122790903
151,8.55,0.04247526356335875
152,8.6,0.03245799431457199
153,8.65,0.03654165861737904
154,8.700000000000001,0.03293392407555892
155,8.75,0.03592312371631208
156,8.8,0.03578124702150649
157,8.85,0.05041405746892935
158,8.9,0.0421563903902043
159,8.950000000000001,0.02923636023479066
160,9.0,0.03095001222524555
161,9.05,0.02476299245185584
162,9.1,0.027974335337104337
163,9.15,0.046375164951113323
164,9.200000000000001,0.038225858462589316
165,9.25,0.033404626486661496
166,9.3,0.034029455696434036
167,9.35,0.03730811857041304
