,time,BOLD
0,10.0,-0.1348314666599159
1,10.5,-0.1800287727700698
2,11.0,-0.21339126541990805
3,11.5,-0.33730083931514804
4,12.0,-0.45137370089979634
5,12.5,-0.4208457567194949
6,13.0,-0.2422231192932789
7,13.5,0.019348326030181648
8,14.0,0.26550500752756395
9,14.5,0.40659629930015073
10,15.0,0.3940948972990748
11,15.5,0.2901610945600058
12,16.0,0.10074886267997815
13,16.5,-0.11842163063402486
14,17.0,-0.22817334849566792
15,17.5,-0.1862881772466723
16,18.0,-0.07426820347824191
17,18.5,0.031925860435793485
18,19.0,0.06429833121689804
19,19.5,0.03375533169051788
20,20.0,-0.025203946966603646
21,20.5,-0.1049610375740316
22,21.0,-0.1623306351515841
23,21.5,-0.09342902880778349
24,22.0,0.058486486410912815
25,22.5,0.20570279082823262
26,23.0,0.3860084808385624
27,23.5,0.5997249049454848
28,24.0,0.7897271794610522
29,24.5,0.8163928678722452
30,25.0,0.7034321983624423
31,25.5,0.5116645778171937
32,26.0,0.2828429656008725
33,26.5,0.12928145247272826
34,27.0,0.15452368623484553
35,27.5,0.23643885666551323
36,28.0,0.18994500767622968
37,28.5,0.07732712744683107
38,29.0,0.03632971583425912
39,29.5,0.06284308121100599
40,30.0,0.1054135895642891
41,30.5,0.1649551977060413
42,31.0,0.16857761128977922
43,31.5,0.053761331367662306
44,32.0,-0.14180063186721836
45,32.5,-0.32439149625332664
46,33.0,-0.40842105822943653
47,33.5,-0.34149832291802723
48,34.0,-0.1098056229819637
49,34.5,0.1679574533079371
50,35.0,0.31410055435187656
51,35.5,0.2904642948280778
52,36.0,0.1811311349779264
53,36.5,0.06058233923378622
54,37.0,-0.04774698705786642
55,37.5,-0.15787915788599774
56,38.0,-0.3023322368982989
57,38.5,-0.34515346333374575
58,39.0,-0.20203117598319684
59,39.5,0.01612124174804364
60,40.0,0.11330845851833161
61,40.5,0.007031336062473788
62,41.0,-0.13154547419547516
63,41.5,-0.1903552531621101
64,42.0,-0.1631417906006554
65,42.5,-0.1050310922423821
66,43.0,-0.06662159900020556
67,43.5,0.005422136277032214
68,44.0,0.09932602390827265
69,44.5,0.16348099007503739
70,45.0,0.18052333693928835
71,45.5,0.1034808373821792
72,46.0,-0.0031518267161150786
73,46.5,-0.08159286536838524
74,47.0,-0.08373325566219518
75,47.5,0.012135822968687666
76,48.0,0.1627450338773176
77,48.5,0.25626183634846417
78,49.0,0.24264097658451325
79,49.5,0.20273732401111955
80,50.0,0.1631958467570342
81,50.5,0.07924561210180087
82,51.0,-0.034323744859535356
83,51.5,-0.09209709034351661
84,52.0,-0.074456902176176
85,52.5,-0.089698241337064
86,53.0,-0.15016551737646736
87,53.5,-0.22871293247917363
88,54.0,-0.3065360983095257
89,54.5,-0.31131497710259176
90,55.0,-0.2499258202157558
91,55.5,-0.22928475010358434
92,56.0,-0.2937935350020115
93,56.5,-0.3510887406877553
94,57.0,-0.26224606991562394
95,57.5,-0.028477553818031468
96,58.0,0.19461920462209342
97,58.5,0.3632410859737661
98,59.0,0.4590039725747073
99,59.5,0.4315084528428826
100,60.0,0.39797757026230507
101,60.5,0.4211348661306885
102,61.0,0.48351008880803015
103,61.5,0.6641825192211374
104,62.0,0.8953590603067796
105,62.5,1.0
106,63.0,0.889291192072959
107,63.5,0.6184348779572918
108,64.0,0.31178317201967853
109,64.5,0.011271727693963429
110,65.0,-0.23340128981769762
111,65.5,-0.2849405131577298
112,66.0,-0.11384106293369826
113,66.5,0.11827844735812136
114,67.0,0.2196405340679864
115,67.5,0.144488201403315
116,68.0,0.017221444274938855
117,68.5,-0.05289449316509541
118,69.0,-0.03307657763061805
119,69.5,0.051115785634281874
120,70.0,0.12517753722454994
121,70.5,0.1407154301917672
122,71.0,0.05268952075815527
123,71.5,-0.18535005664884388
124,72.0,-0.45525611844262237
125,72.5,-0.5857003768105178
126,73.0,-0.5114847850781219
127,73.5,-0.3301786190015524
128,74.0,-0.14452813680164492
129,74.5,-0.005305416513186124
130,75.0,0.038988868333947276
131,75.5,0.004042689755333695
132,76.0,-0.058889611174712905
133,76.5,-0.15105718470522286
134,77.0,-0.2563961909420032
135,77.5,-0.3088577101021996
136,78.0,-0.3390632081141282
137,78.5,-0.4235065305565941
138,79.0,-0.5677530754135396
139,79.5,-0.716792065628066
140,80.0,-0.7913411069545317
141,80.5,-0.7880153270097602
142,81.0,-0.795682692644651
143,81.5,-0.8601085917429327
