,time,BOLD
144,82.0,-0.8792502428628595
145,82.5,-0.7816407927460255
146,83.0,-0.6234997465931423
147,83.5,-0.5223143302827388
148,84.0,-0.37885066213601515
149,84.5,-0.15337084696790204
150,85.0,0.041961459342613326
151,85.5,0.184080929687171
152,86.0,0.2543211621916255
153,86.5,0.2347838133187035
154,87.0,0.19373017138893334
155,87.5,0.2397033050811607
156,88.0,0.28026637531469306
157,88.5,0.261179666149423
158,89.0,0.2014450441275644
159,89.5,0.17080128996565055
160,90.0,0.2702542160744216
161,90.5,0.4340143669220489
162,91.0,0.5313453149746151
163,91.5,0.48750970406080696
164,92.0,0.3581928496831135
165,92.5,0.2204195163869412
166,93.0,0.13872018203462863
167,93.5,0.14550677351021166
168,94.0,0.16141673050916172
169,94.5,0.1295782560685854
170,95.0,0.14351045070368887
171,95.5,0.25249124648279203
172,96.0,0.43853540691516485
173,96.5,0.5774079650902963
174,97.0,0.6765094590010601
175,97.5,0.6817741423693416
176,98.0,0.5487667276749907
177,98.5,0.3547930133975597
178,99.0,0.16766367440213698
179,99.5,0.0054688610734296705
180,100.0,-0.09159378257200765
181,100.5,-0.11417034735342828
182,101.0,-0.03972438758990726
183,101.5,0.04004003435622253
184,102.0,0.049173562016866956
185,102.5,0.01380906904955286
186,103.0,-0.11954726271776968
187,103.5,-0.38927592895851565
188,104.0,-0.6750601824071762
189,104.5,-0.8786298578429662
190,105.0,-0.8671420677035457
191,105.5,-0.667364224558804
192,106.0,-0.4369299917187434
193,106.5,-0.2626327157230638
194,107.0,-0.16094014160775905
195,107.5,-0.09779990176598785
196,108.0,-0.0001488114547641339
197,108.5,0.11959835901960571
198,109.0,0.1807978035853217
199,109.5,0.1290634020302661
200,110.0,-0.022049580401388942
201,110.5,-0.16370846923965157
202,111.0,-0.25895274365936505
203,111.5,-0.2701079388619557
204,112.0,-0.23891511847849148
205,112.5,-0.2396099910334479
206,113.0,-0.25642862315199655
207,113.5,-0.25163167222735183
208,114.0,-0.19903134916711257
209,114.5,-0.04293287042440661
210,115.0,0.1456137109418506
211,115.5,0.21951098091232196
212,116.0,0.19787009015821802
213,116.5,0.13281888312988885
214,117.0,0.08442609330005835
215,117.5,0.08670385387014426
216,118.0,0.1672266250168647
217,118.5,0.29354239732973697
218,119.0,0.4106584730800271
219,119.5,0.5064566829543127
220,120.0,0.5396662522594883
221,120.5,0.48956602339395466
222,121.0,0.3974331101118993
223,121.5,0.31484535137004627
224,122.0,0.23023690057674293
225,122.5,0.1920498869449594
226,123.0,0.1544713092370628
227,123.5,0.002699903224879431
228,124.0,-0.19519957692111814
229,124.5,-0.33885981317307867
230,125.0,-0.4152405653636889
231,125.5,-0.47973015825205234
232,126.0,-0.5351952954038462
233,126.5,-0.6567062636701606
234,127.0,-0.7892179974190037
235,127.5,-0.767937134717391
236,128.0,-0.5998874457375934
237,128.5,-0.47781380381308014
238,129.0,-0.5491056941459839
239,129.5,-0.7187520150476469
240,130.0,-0.8835456659823995
241,130.5,-1.008663240788107
242,131.0,-1.0467784151458226
243,131.5,-0.9602222665788644
244,132.0,-0.7702407983801012
245,132.5,-0.6266783222699085
246,133.0,-0.5162095039538771
247,133.5,-0.37119226534582
248,134.0,-0.274120653451974
249,134.5,-0.2375116639375957
250,135.0,-0.296907562774416
251,135.5,-0.3993631753518216
252,136.0,-0.46077708445826465
253,136.5,-0.35438706867036657
254,137.0,-0.08295061322134825
255,137.5,0.16517324414858445
256,138.0,0.33152221808691196
257,138.5,0.41190127779807795
258,139.0,0.4336277671069259
259,139.5,0.4407217010209942
260,140.0,0.33892339998650406
261,140.5,0.15431880164769055
262,141.0,0.06694950900730025
263,141.5,0.09243537375157311
264,142.0,0.14768722676980742
265,142.5,0.2104318630105852
266,143.0,0.3160930867581565
267,143.5,0.4089883965557222
268,144.0,0.45647185862838185
269,144.5,0.4932832153843268
270,145.0,0.47748942147511597
271,145.5,0.3734692713704825
272,146.0,0.157920772953786
273,146.5,-0.10630352705575216
274,147.0,-0.2248661526131601
275,147.5,-0.1626559540622798
276,148.0,-0.027370807613483598
277,148.5,0.14126101542794156
278,149.0,0.27128022787399764
279,149.5,0.33116329986466225
