,fx,PSD
0,1.001001001001001,0.005317627399122815
1,2.002002002002002,0.0071161095607194585
2,3.0030030030030033,0.008438297717717543
3,4.004004004004004,0.009522858876595264
4,5.005005005005005,0.010459217908543162
5,6.0060060060060065,0.011292226129862422
6,7.007007007007008,0.01204807620497911
7,8.008008008008009,0.012743598227341049
8,9.00900900900901,0.013390345548577343
9,10.01001001001001,0.013996644550332697
10,11.011011011011012,0.01456872443801579
11,12.012012012012013,0.015111385641230815
12,13.013013013013014,0.01562841776055022
13,14.014014014014016,0.01612287282194145
14,15.015015015015017,0.016597250612430853
15,16.016016016016017,0.017053628315234784
16,17.017017017017018,0.017493753592327566
17,18.01801801801802,0.01791911294786973
18,19.01901901901902,0.018330982934649027
19,20.02002002002002,0.018730469178612347
20,21.021021021021024,0.019118536578951125
21,22.022022022022025,0.019496033001099894
22,23.023023023023026,0.019863708094480705
23,24.024024024024026,0.0202222284049123
24,25.025025025025027,0.020572189634128112
25,26.026026026026027,0.020914126676704482
26,27.027027027027028,0.021248521906715077
27,28.028028028028032,0.02157581207239293
